Name,Personal_CIK,Company_CIK,Bio,Link,StockTicker,shares,SharePrice
Nguyen Dennis Luan Thuc,1511213,1817511,"Mr. Nguyen earned an MBA from The University of Chicago Booth School of Business; a MA in International Studies from The Johns Hopkins University School of Advanced International Studies; a Juris Doctor from the University of Minnesota Law School; and a BA-Economics/BA-Chinese Literature from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1817511/000114036123025121/ny20008932x1_def14a.htm,SOPA,5658100.0,7.11
Noblett Karen,1756240,1603756,"Dr. Noblett holds a B.A. in Biology from California State University, Fresno, an M.D. from the University of California, Irvine, and an M.S. in Research from the University of California, San Diego.",https://www.sec.gov/Archives/edgar/data/1603756/000160375623000031/axnx-20230501.htm,AXNX,45716.0,67.65
None_Name0,None_CIK0,1698538,"Mr. Chappell graduated with a B.A. in Political Science and Business Administration from the University of California, Los Angeles, has an MBA from the University of California, Irvine, and has a Master of Aging ServicesManagement from the University of Southern California.18STOCK OWNERSHIPBeneficial Ownership of the Company’s",https://www.sec.gov/Archives/edgar/data/1698538/000119312523100380/d462666ddef14a.htm,non_ticker,0.0,non_stock_price
None_Name1,None_CIK1,1698538,"Mr. Muzzy graduated with a B.A. in Social Ecology from the University of California, Irvine, and has an MBA from Pepperdine University.",https://www.sec.gov/Archives/edgar/data/1698538/000119312524094554/d825736ddef14a.htm,non_ticker,0.0,non_stock_price
Muzzy Stephen G,1672796,1852575,"Mr. Muzzy graduated with aB.A. in Social Ecology from the University of California, Irvine, and has an MBA from Pepperdine University.  ",https://www.sec.gov/Archives/edgar/data/1852575/000119312524091711/d811706ddef14a.htm,non_ticker,6250.0,non_stock_price
None_Name2,None_CIK2,1852575,"Mr. Look holds a B.S. in Computer Science from the University of California, Irvineand a J.D. from the Pepperdine University School of Law.",https://www.sec.gov/Archives/edgar/data/1852575/000119312523095400/d494730ddef14a.htm,non_ticker,0.0,non_stock_price
None_Name3,None_CIK3,1819576,"Dr. Saggar received a B.S. degree and a M.D. degree from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1819576/000110465923053124/tm232005-2_def14a.htm,non_ticker,0.0,non_stock_price
None_Name4,None_CIK4,1819576,"Dr. Saggar received a B.S. degree and a M.D. degree from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1819576/000110465924054100/tm242791-4_def14a.htm,non_ticker,0.0,non_stock_price
KRAMER DESIREE AMBER,1828260,1821160,"Ms. Kramer holds a Bachelor of Business Administration in finance from Texas Christian University and a Master of Business Administration from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1821160/000182116023000026/ghld-def14aproxy2023.htm,GHLD,230706.0,13.51
Emerson Jane,1398437,73290,"From1994 to 2009, Dr. Emerson was on the faculty of the University of California, Irvine School of Medicines where she served as Chief ofClinical Pathology, and from 2000 to 2009, she served as the Vice Chair for Clinical Programs, Department of Pathology, and LaboratoryMedicine.",https://www.sec.gov/Archives/edgar/data/73290/000149315223034447/formdef14a.htm,BMRA,0.0,1.00
None_Name5,None_CIK5,1274737,"Dr. Kahn has a Ph.D. in Theoretical Organic Chemistry from the University of California, Irvine and was a Fellow Commoner of Churchill College at the University of Cambridge in England.",https://www.sec.gov/Archives/edgar/data/1274737/000127473724000028/a2024def14aproxystatement.htm,non_ticker,0.0,non_stock_price
Nova Tina Susan,1302605,1274737,"Dr. Nova holds a B.S. in Biological Sciences from the University of California, Irvine and a Ph.D. in Biochemistry from the University of California, Riverside.",https://www.sec.gov/Archives/edgar/data/1274737/000127473723000034/a2023def14aproxystatement.htm,XGN,6069.0,2.14
Dean Robert E,1300695,814083,"Mr. Dean holds a Bachelor of Arts degree from the University of California, Irvine and a Juris Doctor degree from the University of Minnesota Law School.",https://www.sec.gov/Archives/edgar/data/814083/000139834424004621/fp0087341-1_def14a.htm,CLM,31225.0,7.35
None_Name6,None_CIK6,1654595,Mr. Kavanaugh received his B.S. in Information and Computer Science from the University of California Irvine in 1985 and his MBA from Pepperdine University in 2003.,https://www.sec.gov/Archives/edgar/data/1654595/000110465923093698/tm2322683-1_def14a.htm,non_ticker,0.0,non_stock_price
None_Name7,None_CIK7,1654595,Mr. Kavanaugh received his B.S. in Information and Computer Science from the University of California Irvine in 1985 and his MBA from Pepperdine University in 2003.,https://www.sec.gov/Archives/edgar/data/1654595/000110465923093698/tm2322683-1_def14a.htm,non_ticker,0.0,non_stock_price
None_Name8,None_CIK8,880242,,https://www.sec.gov/Archives/edgar/data/880242/000143774923010809/blgo20230418_def14a.htm,non_ticker,0.0,non_stock_price
None_Name9,None_CIK9,880242,,https://www.sec.gov/Archives/edgar/data/880242/000143774924013406/blgo20240426c_def14a.htm,non_ticker,0.0,non_stock_price
THEUER CHARLES,1631338,1260990,"Dr. Theuer received a B.S. from the Massachusetts Institute of Technology, an M.D. from the University of California, San Francisco, and a Ph.D. from the8University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1260990/000095017024049135/onct_proxy_2024.htm,ONCT,402917.0,9.10
None_Name10,None_CIK10,832480,April Holds an Oxford Diploma in Strategy & Innovation and a BS in ComputerScience from UC Irvine.,https://www.sec.gov/Archives/edgar/data/832480/000083248023000015/2023utgproxy.htm,non_ticker,0.0,non_stock_price
None_Name11,None_CIK11,1873835,"He has also held visiting positions at UC Irvine, National Taiwan Chengchi University, Kyoto University and Tsinghua University.",https://www.sec.gov/Archives/edgar/data/1873835/000149315223013537/formdef-14a.htm,non_ticker,0.0,non_stock_price
BUCHAN JANE,1342502,1873835,"She is a Trustee of Reed College, Portland, Oregonand University of California Irvine Foundation.",https://www.sec.gov/Archives/edgar/data/1873835/000149315223013537/formdef-14a.htm,IMMX,21332.0,2.52
None_Name12,None_CIK12,1873835,"He has also held visiting positions at UC Irvine,National Taiwan Chengchi University, Kyoto University and Tsinghua University.",https://www.sec.gov/Archives/edgar/data/1873835/000149315224017060/formdef14a.htm,non_ticker,0.0,non_stock_price
Sentovich Kimberly C.,1766095,1394056,"Ms. Sentovich obtained her MBA from The Paul Merage School of Business, University of California, Irvine, and her B.A. in Philosophy and Political Science with a Minor in Economics from Bryn Mawr College.",https://www.sec.gov/Archives/edgar/data/1394056/000095017023013271/oss-2022-def14a.htm,OSS,48726.0,2.48
Messinger Gioia,1617998,1394056,"Ms. Messinger obtained her master of business administration degree from the Paul Merage School of Business at the University of California, Irvine and bachelor of science in Computer Engineering from the University of California, San Diego.  ",https://www.sec.gov/Archives/edgar/data/1394056/000095017023013271/oss-2022-def14a.htm,OSS,26790.0,2.66
Yakatan Seth,1318798,1374328,"Mr. Yakatan holds an M.B.A. in Finance from the University of California, Irvine, and a Bachelor of Arts in History and Public Affairs from the University of Denver.",https://www.sec.gov/Archives/edgar/data/1374328/000143774923018969/ftlf20230628_def14a.htm,FTLF,0.0,0.58
Kurtz Ronald M MD,1295469,1111485,"Dr. Kurtz has served on the faculty of both the University of California, Irvine, and the University of Michigan.",https://www.sec.gov/Archives/edgar/data/1111485/000095017023013694/2023_def14a_12312022.htm,RXST,764610.0,62.84
Thunen Shelley B,1297491,1111485,"Ms. Thunen received a B.A. in economics and an M.B.A. from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1111485/000095017023013694/2023_def14a_12312022.htm,RXST,23938.0,59.63
None_Name13,None_CIK13,1625941,,https://www.sec.gov/Archives/edgar/data/1625941/000110465923045101/tm232118-1_def14a.htm,non_ticker,0.0,non_stock_price
None_Name14,None_CIK14,1625941,,https://www.sec.gov/Archives/edgar/data/1625941/000110465924045865/tm242859-1_def14a.htm,non_ticker,0.0,non_stock_price
BAILEY DON M,1223697,876343,Mr. Bailey is a founding board member of the University of California Irvine’s (UCI) Applied Innovation Institute.,https://www.sec.gov/Archives/edgar/data/876343/000095017024049935/lctx_proxy_2024.htm,LCTX,158801.0,1.08
Bradford Tonya Williams,1824584,1462120,"Dr. Bradford is an associate professor of marketing at the University of California, Irvine where she conducts research regarding rituals, communities and identity across phenomenon including gifting (e.g., registry, organ, charitable), relationships with money, communities (e.g., tailgating and support), acculturation, and brand loyalty.",https://www.sec.gov/Archives/edgar/data/1462120/000146212023000026/lob-20230328.htm,LOB,0.0,33.76
None_Name15,None_CIK15,1574197,"Mr. Hunt currently serves on the boards of Glenair Corporation, Psomas and University of California, Irvine Foundation and is the former Chairman of CT Realty, and he formerly served as lead independent director at William Lyon Homes and on the board of Taylor Morrison Home Corporation.",https://www.sec.gov/Archives/edgar/data/1574197/000157419724000056/fph-20240412.htm,non_ticker,0.0,non_stock_price
Haddad Emile,1704042,1574197,"Mr. Haddad formerly served on the Board of Trustees at the University of California, Irvine Foundation and Claremont Graduate University, as well as the boards of directors of PBS (Public Broadcasting System)",https://www.sec.gov/Archives/edgar/data/1574197/000157419723000047/fph-20230428.htm,FPH,1253105.0,2.93
LEVRA CRAIG L,1053868,751365,"Mr. Levra received a bachelor’s and MBA degree from the University of Kansas, and a Certificate in Public Company Governance from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/751365/000162828023016724/virc-20230509.htm,VIRC,105803.0,4.00
Farid Marjan,1952098,1479419,"Dr. Farid is also the founder of the Severe Ocular Surface Disease Center at the University of California Irvine, where she performs limbal stem cell transplants, as well as artificial corneal transplantation, for the treatment of patients with severe ocular surface disease.",https://www.sec.gov/Archives/edgar/data/1479419/000155837023003570/tmb-20230424xdef14a.htm,KALA,5292.0,14.71
None_Name16,None_CIK16,1606366,"He holds an undergraduate degree in economics and an MBA from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1606366/000160636623000012/loco-20230606xdef14a.htm,non_ticker,0.0,non_stock_price
None_Name17,None_CIK17,1606366,"He holds an undergraduate degree in economics and an MBA from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1606366/000160636624000020/loco-20240528xdef14a.htm,non_ticker,0.0,non_stock_price
None_Name18,None_CIK18,1466085,"Key Attributes, Experiences and Skills: Ms. del Rio was selected to serve on our Board primarily because of her extensive experience and prior service in the real estate industry and legal compliance at University of California, Irvine, School of Law and serves as president of the Board of Directors of Thomas House on the Board of Directors of Project Access, a nonprofit organization servicing the homeless and low-income in the community. ",https://www.sec.gov/Archives/edgar/data/1466085/000146608523000058/irt-20230321.htm,non_ticker,0.0,non_stock_price
del Rio Ana Marie,1548192,1466085,"Key Attributes, Experiences and Skills: Ms. del Rio was selected to serve on our Board primarily because of her extensive experience and prior service in the real estate industry and legal compliance at University of California, Irvine, School of Law and serves as president of the Board of Directors of Thomas House, a nonprofit organization servicing the homeless and low-income in the community. ",https://www.sec.gov/Archives/edgar/data/1466085/000146608524000043/irt-20240320.htm,IRT,65417.0,17.11
None_Name19,None_CIK19,1661458,"Mr. Shekell holds a Master of Business Administration from the University of California, Irvine, where he graduated first in his class, and a Bachelor of Science from Ball State University, where he majored in Accounting.",https://www.sec.gov/Archives/edgar/data/1661458/000166145823000015/def14a2022proxy-2023.htm,non_ticker,0.0,non_stock_price
None_Name20,None_CIK20,1661458,"Mr. Shekell holds a Master of Business Administration from the University of California, Irvine, where he graduated first in his class, and a Bachelor of Science from Ball State University, where he majored in Accounting.",https://www.sec.gov/Archives/edgar/data/1661458/000166145824000007/def14aproxy-2024.htm,non_ticker,0.0,non_stock_price
SOOD JASPREET K,1841115,1646188,"Ms. Sood holds an MBA with an emphasis in Technology Management from Pepperdine University and a bachelor’s degree in Economics from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1646188/000101376223000641/def14a0923_ondashold.htm,ONDS,81477.0,0.63
None_Name21,None_CIK21,885709,"Dean, The Paul Merage School of Business, University of California IrvineAll (20)NonePublished research — finance & economicsBoard service for charitable/ educational/nonprofit organizationsPh.",https://www.sec.gov/Archives/edgar/data/885709/000119312523236182/d524040ddef14a.htm,non_ticker,0.0,non_stock_price
MCRAE MATTHEW BLAKE,1654733,1736946,"He previously served on the board of directors of Dedicated Hosting Services, Inc., UC Irvine Institute for Innovation and the Leatherby Center for Entrepreneurship and Business Ethics at the Business School of Chapman University.  ",https://www.sec.gov/Archives/edgar/data/1736946/000114036124022448/ny20016146x1_def14a.htm,ARLO,2602388.0,13.41
None_Name22,None_CIK22,1800682,"Dr. Aguilar received his medical degree at the University of California, Irvine College of Medicine and completed his internship and residency in Internal Medicine at UC Irvine Medical Center and Long Beach Veterans Administration Medical Center.  ",https://www.sec.gov/Archives/edgar/data/1800682/000119312523149583/d458332ddef14a.htm,non_ticker,0.0,non_stock_price
SHELLEY-KESSLER PAMELA,1198423,1574540,Ms. Kessler is a founding member of the Women of the Dean’s Leadership Society at the UC Irvine School of Social Sciences.,https://www.sec.gov/Archives/edgar/data/1574540/000157454023000113/doc-20230323.htm,DOC,39650.0,18.32
None_Name23,None_CIK23,925528,"Mr. Gaglione received a B.S. in Chemistry from the State University of New York and an MBA in Marketing from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/925528/000110465923050402/tm232002d2_def14a.htm,non_ticker,0.0,non_stock_price
Young Kendall K,1501198,1503707,Mr. Young holds a Bachelor of Arts degree in Business Administration from the University of Southern California and a Masters of Business Administration from the University of California Irvine.,https://www.sec.gov/Archives/edgar/data/1503707/000150370723000012/nshi-20230420.htm,NHHS,58090.0,non_stock_price
Margolin Richard A,1822761,1742927,"Dr. Margolin earned his AB from Harvard College and his MD from the University of California, Irvine and received research training at the National Institutes of Health.",https://www.sec.gov/Archives/edgar/data/1742927/000143774923027676/rvph20230927_def14a.htm,RVPH,0.0,5.49
None_Name24,None_CIK24,1531177,"Mr. Park holds a B.S. in Mechanical Engineering from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1531177/000114036123020618/ny20007999x1_def14a.htm,non_ticker,0.0,non_stock_price
None_Name25,None_CIK25,1531177,"Mr. Park holds a B.S. in Mechanical Engineering from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1531177/000114036124022158/ny20024323x1_def14a.htm,non_ticker,0.0,non_stock_price
LACOB JOSEPH,1215490,1528287,"Mr. Lacob earned a B.S. from the University of California, Irvine, an M.P.H. from the University of California, Los Angeles, and an M.B.A from the Stanford Graduate School of Business.",https://www.sec.gov/Archives/edgar/data/1528287/000114036124021062/ny20023787x1_def14a.htm,NPCE,133023.0,7.53
Velarde Jorge,1859016,1850906,"Mr. Velarde holds a B.S. in Molecular Biology and a minor in Chemistry from Loyola University, New Orleans and an M.B.A. from the University of California Irvine—Paul Merage School of Business.",https://www.sec.gov/Archives/edgar/data/1850906/000095017023012699/omic_14a_proxy_april_202.htm,OMIC,0.0,non_stock_price
Jenusaitis Matthew,1357864,1661053,"Mr. Jenusaitis has an MBA from the University of California, Irvine, aMasters Degree in Biomedical Engineering from Arizona State University, and a Bachelors Degree in Chemical Engineering from Cornell University.",https://www.sec.gov/Archives/edgar/data/1661053/000149315223039303/formdef14a.htm,NVNO,6925.0,3.73
Dutia Suren G,1514063,1506251,"He has served as a member of the advisory board of Center for DigitalTransformation, University of California, Irvine since May 2012.",https://www.sec.gov/Archives/edgar/data/1506251/000121390024006971/ea192072-def14a_citiuspharma.htm,CTXR,0.0,0.73
None_Name26,None_CIK26,1795815,"Ms. Merchant received her bachelor’s degree in Criminology, Law, and Society from the University of California, Irvine, and both her Juris Doctorate and master’s in Business Administration degree from the University of Connecticut.  ",https://www.sec.gov/Archives/edgar/data/1795815/000179581523000006/bcal2023proxystatement.htm,non_ticker,0.0,non_stock_price
None_Name27,None_CIK27,1795815,"Ms. Merchant received her bachelor’s degree in Criminology, Law, and Society from the University of California, Irvine, and both her Juris Doctorate and Master’s in Business Administration degree from the University of Connecticut.  ",https://www.sec.gov/Archives/edgar/data/1795815/000179581524000004/bcal2024proxystatement.htm,non_ticker,0.0,non_stock_price
KELLER ULRICH E. JR,1594279,1413837,Mr. Keller served as a Trustee of the University of California Irvine (“UCI”) for 15 years.,https://www.sec.gov/Archives/edgar/data/1413837/000110465924048756/tm247956d2_def14a.htm,FFWM,21675.0,7.29
Gupta Pramod,1857927,1766140,"Dr. Gupta previously servedon the board of directors of the Beall Center for Innovation and Entrepreneurship at the University of California Irvine, Paul MerageSchool of Business.",https://www.sec.gov/Archives/edgar/data/1766140/000121390024036716/ea0204514-def14a_unicyc.htm,UNCY,41845.0,1.15
None_Name28,None_CIK28,1297996,"Afshin MohebbiAge 60Director since: 2016Committees:•   Audit(Chair)Skills and Expertise:•   Finance•   Telecommunications•   Technology•   InternationalEducation:•   BS –UC Irvine•   MBA –UC IrvineQualifications:Our Board selected Mr. Mohebbi to serve as a director becauseit believes he possesses valuable financial and industry experience in the telecommunications industry, including extensive experienceworking with and leading companies in the telecommunications industry.",https://www.sec.gov/Archives/edgar/data/1297996/000130817923000815/ldlr2023_def14a.htm,non_ticker,0.0,non_stock_price
None_Name29,None_CIK29,1297996,"Afshin MohebbiAge: 61Director since: 2016Committees:•   AuditCommittee (Chair)•   CompensationCommitteeSkills and Expertise:•   Finance•   Telecommunications•   Technology•   InternationalEducation:•   BS- UC Irvine•   MBA- UC IrvineQualifications:Our Board selected Mr. Mohebbi to serve as a director because itbelieves he possesses valuable financial and industry experience in the telecommunications industry, including extensiveexperience working with and leading companies in the telecommunications industry.",https://www.sec.gov/Archives/edgar/data/1297996/000130817924000607/ldlr2024_def14a.htm,non_ticker,0.0,non_stock_price
None_Name30,None_CIK30,1282631,,https://www.sec.gov/Archives/edgar/data/1282631/000155837023011644/nlst-20230816xdef14a.htm,non_ticker,0.0,non_stock_price
Aynechi Tiba,1669220,1683553,"She received her B.S. in physics from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1683553/000095017024042270/sprb-def14a-2024.htm,SPRB,0.0,0.70
None_Name31,None_CIK31,1327978,,https://www.sec.gov/Archives/edgar/data/1327978/000110465923045091/tm232126-1_def14a.htm,non_ticker,0.0,non_stock_price
None_Name32,None_CIK32,1327978,,https://www.sec.gov/Archives/edgar/data/1327978/000110465924045861/tm2411296-1_def14a.htm,non_ticker,0.0,non_stock_price
Whitfield Dianne C.,1839516,1819790,"Ms. Whitfield earned her Bachelor of Arts degree in Psychology and Social Behavior from the University of California, Irvine and a Master’s degree in Social Work from California State University, Long Beach.",https://www.sec.gov/Archives/edgar/data/1819790/000181979024000056/tarsuspharmaceuticalsincpr.htm,TARS,38495.0,31.52
YERXA BENJAMIN R,1145910,1539029,"Dr. Yerxa received a B.A. in chemistry from the University of California, San Diego and a Ph.D. in organic chemistry from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1539029/000119312523124528/d400098ddef14a.htm,CLSD,17957.0,1.32
Nguyen Timothy,1861258,1834494,"Mr. Nguyen holds a B.S. in computer science from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1834494/000183449423000046/a2023proxystatement.htm,MLNK,1014526.0,18.96
Podnos Yale,1891104,1799191,"Dr. Podnos received his MD from the University of California, Irvine School of Medicine, where he also completed his residency in general surgery.",https://www.sec.gov/Archives/edgar/data/1799191/000119312523127373/d467988ddef14a.htm,TOI,104368.0,0.55
ROBIN HOWARD W,1206869,906709,"Mr. Ajer received both a B.S. in chemistry and an M.B.A. from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/906709/000114036124022440/ny20022201x1_def14a.htm,NKTR,863239.0,1.75
None_Name33,None_CIK33,906709,,https://www.sec.gov/Archives/edgar/data/906709/000114036123021580/ny20008281x1_def14a.htm,non_ticker,0.0,non_stock_price
None_Name34,None_CIK34,1028918,"Aames Investment/Financial Corp​•Served in various capacities with KeyCorp, a $60 billion financial institution, including the following:​➢Executive Vice President Group Finance, KeyCorp​➢Executive Vice President, Treasurer and Chief Financial Officer, KeyBank USA​➢Vice President of Corporate Treasury, KeyBank USA​•Various financial and accounting roles at HSBC-Marine Midland Banks​​24TABLE OF CONTENTSMichael S. Karr​​​​Age: 54Year of Hire: 2006Senior Executive Vice President and Chief Risk Officer of the BankB.A., cum laude, Claremont McKenna CollegeM.B.A., University of California, Irvine​​Mr. ",https://www.sec.gov/Archives/edgar/data/1028918/000110465923043286/tm233450d3_def14a.htm,non_ticker,0.0,non_stock_price
None_Name35,None_CIK35,1028918,"Aames Investment/Financial Corp​•Served in various capacities with KeyCorp, a $60 billion financial institution, including the following:​➢Executive Vice President Group Finance, KeyCorp​➢Executive Vice President, Treasurer and Chief Financial Officer, KeyBank USA​➢Vice President of Corporate Treasury, KeyBank USA​•Various financial and accounting roles at HSBC-Marine Midland Banks​​27TABLE OF CONTENTSMichael S. Karr​​​​Age: 55Year of Hire: 2006Senior Executive Vice President and Chief Risk Officer of the BankB.A., cum laude, Claremont McKenna CollegeM.B.A., University of California, Irvine​​Mr. ",https://www.sec.gov/Archives/edgar/data/1028918/000110465924041879/tm242894-d4_def14a.htm,non_ticker,0.0,non_stock_price
None_Name36,None_CIK36,1510295,,https://www.sec.gov/Archives/edgar/data/1510295/000151029524000033/compressedfinal_printxvers.pdf,non_ticker,0.0,non_stock_price
None_Name37,None_CIK37,1510295,"Other Public Company Directorships (within past five years): NoneEducation: B.S., Mechanical Engineering, University of California, Irvine; M.B.A., University of California, Irvine; Advanced Management Program, University of PennsylvaniaOther Professional Experience and Community Involvement: Director, Saudi Electricity Company (2018-2020)Member, Board of Directors for the International Youth FoundationJonathan Z. CohenCLASS",https://www.sec.gov/Archives/edgar/data/1510295/000151029524000033/mpc-20240313.htm,non_ticker,0.0,non_stock_price
None_Name38,None_CIK38,1510295,"Other Public Company Directorships (within past five years): NoneEducation: B.S., Mechanical Engineering, University of California, Irvine; M.B.A., University of California, Irvine; Advanced Management Program, University of PennsylvaniaOther Professional Experience and Community Involvement: Director, Saudi Electricity Company (2018-2020)Member, Board of Directors for the International Youth FoundationJonathan Z. CohenCLASS",https://www.sec.gov/Archives/edgar/data/1510295/000151029523000028/mpc-20230313.htm,non_ticker,0.0,non_stock_price
None_Name39,None_CIK39,1866633,"Ms. Aubee holds a Bachelor of Science in Clinical Psychology from the University of California, San Diego and a Juris Doctor from the University of California, Irvine School of Law.",https://www.sec.gov/Archives/edgar/data/1866633/000114036124022428/ny20022614x1_def14a.htm,non_ticker,0.0,non_stock_price
Szekeres David Leslie,1602459,1824293,"Mr. Szekeres received his undergraduate degree in criminology, law and society from the University of California, Irvine and his J.D. from Duke University School of Law.",https://www.sec.gov/Archives/edgar/data/1824293/000182429323000130/a2023proxystatement.htm,GRI,31202.0,19.66
Aslam Farha,1784355,802481,"Ms. Aslam completed her M.B.A. with a focus on Finance from Columbia Business School in 1996 and obtained her B.A. in Economics from University of California, Irvine in 1991.",https://www.sec.gov/Archives/edgar/data/802481/000080248124000024/ppc-20240401.htm,PPC,15395.0,37.78
HENRY CHRISTIAN O,1263805,1830214,"Mr. Henry holds a B.A. in biochemistry and cell biology from the University of California, San Diego and an M.B.A., with a concentration in finance, from the University of California, Irvine. ",https://www.sec.gov/Archives/edgar/data/1830214/000162828024018970/dna-20240429.htm,DNA,2596670.0,1.22
None_Name40,None_CIK40,1039280,"Ms. Farsaireceived her B.A. degree from University of California, Irvine, and her J.D. in 1996, and has been a member of the California State Barsince 1996.",https://www.sec.gov/Archives/edgar/data/1039280/000149315224015407/formdef14a.htm,non_ticker,0.0,non_stock_price
FARSAI MALEA,1315212,1039280,"Ms. Farsai received her B.A. degree from University of California, Irvine and her J.D. in 1996, and has been a member of the California State Bar since 1996.",https://www.sec.gov/Archives/edgar/data/1039280/000149315223012508/formdef14a.htm,NTWK,0.0,2.21
Barnett Valerie,1873091,1831915,"Ms. Barnett holds a B.A. in Political Science from the University of California, Irvine and a J.D. from Cornell Law School.",https://www.sec.gov/Archives/edgar/data/1831915/000114036123021528/ny20007889x1_def14a.htm,CTKB,38185.0,5.97
MUSSALLEM MICHAEL A,1204551,1099800,"70Director Since:    2000Edwards Board Role: • Chairman of the BoardSelect Professional Experience and Highlights: • Edwards Lifesciences Corporation– Chairman and Chief Executive Officer, since 2000• Baxter International Inc.– Group Vice President, Cardiovascular businesses, from 1994 to 2000– Group Vice President, Biopharmaceutical business, from 1998 to 2000 – Held a variety of positions with increasing responsibility in engineering and product development, from 1979 to 1994• Advanced Medical Technology Association (AdvaMed)– Member of the Board, since 2001– Member of the Executive Committee, since 2006– Chairman, from 2008 to 2010• University of California, Irvine Foundation– Member of the Board of Trustees, since 2008• Leonard D. Schaeffer Center for Health Policy & Economics at the University of Southern California– Advisory Member of the Board, since 2014• Rose-Hulman Institute of Technology– Member of the Board of Trustees, since 2017• CEO Leadership Alliance– Vice Chairman, since 2017• Elected as a member of the National Academy of Engineering, 2022*    As previously disclosed, Mr. Mussallem will retire from his position as Chief Executive Officer of the Company at the Annual Meeting.•  Forum for Corporate Directors Hall of Fame•  University of California Irvine Medal Award•  The Phoenix Conference Lifetime Achievement Award•  WomenHeart Excellence in Corporate Leadership Wenger AwardSelect Skills and Qualifications:Mr. Mussallem has extensive knowledge of, and deep expertise in, the medical technology industry, and of the people, operations, processes and products of the Company in particular.",https://www.sec.gov/Archives/edgar/data/1099800/000109980023000013/ew-20230327.htm,EW,33835.82,85.06
BERGHEIM OLAV,1207793,1407973,"Mr. Bergheim received a B.S. in mechanical engineering from the University of California, Irvine, and an M.S. in mechanical engineering from the California Institute of Technology.",https://www.sec.gov/Archives/edgar/data/1407973/000119312523124390/d403373ddef14a.htm,SONX,1941373.0,0.10
EUSEY SHANNON F,1778634,1169770,"Ms. Eusey is a graduate of University of California, Irvine where she played Division I volleyball.",https://www.sec.gov/Archives/edgar/data/1169770/000116977023000031/banc-20230330.htm,BANC,23617.0,13.52
None_Name41,None_CIK41,1802156,"Ms. Luna holds a B.F.A. in Performance Dance and Biological Sciences from University of California, Irvine and an M.B.A. from Chapman University, The George L. Argyros School of Business and Economics, where she was recognized with Beta Gamma Sigma Honors.",https://www.sec.gov/Archives/edgar/data/1802156/000114036124020435/ny20022055x1_def14a.htm,non_ticker,0.0,non_stock_price
None_Name42,None_CIK42,1802156,"Ms. Luna holds a B.F.A. in Performance Dance and Biological Sciences from University of California, Irvine and an M.B.A. from Chapman University, The George L. Argyros School of Business and Economics, where she wasrecognized with Beta Gamma Sigma Honors.",https://www.sec.gov/Archives/edgar/data/1802156/000114036123015111/ny20007538x1_def14a.htm,non_ticker,0.0,non_stock_price
